ds,yhat,yhat_lower,yhat_upper
2023-08-03,1.3856799599995688,0.07338260222541106,2.627080097959143
2023-08-28,1.2151537004289437,-0.07572430148327533,2.4255047818182405
2023-09-04,1.2223688474874916,-0.06727820044198861,2.421756473696007
2023-09-06,0.8056993669445002,-0.43354301883420776,2.10151869252579
2023-09-15,1.1799572159244782,-0.08034051243443957,2.4496026797115045
2023-09-18,1.2367991417358304,-0.0526225699519476,2.51472031145179
2023-09-21,1.4361859895753435,0.16888764910376758,2.7774267378333426
2023-09-27,0.8273448083497519,-0.42353521404592503,2.0158581519595837
2023-10-03,1.103852777387584,-0.1334499699105207,2.370244105067697
2023-10-04,0.8345599556987792,-0.4086406835012229,2.0782714197812298
2023-10-05,1.4506162840899806,0.19234957563885344,2.629355370545071
2023-10-12,1.4578314312462144,0.17974296910096493,2.680791445363503
2023-10-17,1.1182830717544647,-0.1834396820678051,2.3896757982104018
2023-10-18,0.8489902500384423,-0.47833917830473827,2.0268637162558716
2023-11-01,0.8634205443505976,-0.40163382763138733,2.071672328395627
2023-11-15,0.8778508391724126,-0.36377897831236766,2.1161384956085074
2023-11-29,0.8922811339948021,-0.4419527141027008,2.0819148609406395
2023-12-07,1.5155526098054937,0.31881261062056904,2.659004947778916
2023-12-11,1.3233809092070947,-0.013356286688829771,2.6082075994417298
2023-12-12,1.1760042504310815,0.0020295931739438213,2.4985196334529625
2023-12-15,1.2737541306352491,0.01237156081883189,2.4843423266682656
2023-12-19,1.1832193977502958,-0.21313648697235488,2.44164547472079
2024-01-03,0.9283568708193347,-0.23766193632481758,2.19394570619242
2024-01-11,1.5516283465909917,0.3565841043770368,2.8670718619617754
2024-01-12,1.3026147201114127,-0.05438500274910765,2.577545837718549
2024-01-15,1.3594566459892237,0.10414573881023922,2.5706482147269045
2024-01-17,0.9427871655140683,-0.35511213044518114,2.227532232925223
2024-01-18,1.5588434938965268,0.35784009923294685,2.8557664120583843
2024-01-19,1.309829867404196,0.023201245986368805,2.5432713171453765
2024-01-22,1.366671793033135,0.13893921358970926,2.6854465367875062
2024-01-23,1.219295134171958,-0.043935203449826536,2.4674784398173615
2024-01-26,1.317045014116086,0.18709099019267703,2.5996764504175363
2024-01-29,1.3738869398790508,0.1464296022394388,2.655137590721855
2024-02-01,1.5732737876704874,0.3668547101529908,2.804481637414096
2024-02-02,1.3242601611403428,0.13898895639234746,2.686520062554654
2024-02-14,0.9716477533757499,-0.2212077682923354,2.263290700937999
2024-02-27,1.2553708691344432,0.07934745149782854,2.5257265871924868
2024-02-28,0.9860780473968463,-0.2962875813289175,2.1715074013132023
2024-03-12,1.2698011631562234,0.011978765723427364,2.502881534168994
2024-03-14,1.6165646697067477,0.4492053803548816,2.784124862480419
2024-04-10,1.0293689286728074,-0.23125456561506857,2.211704249077871
2024-04-15,1.4532535561044526,0.2702691521309149,2.717447249919484
2024-04-17,1.0365840754936297,-0.12740910680287768,2.4153023746163695
2024-04-18,1.6526404038512181,0.4481026906606166,2.929585987481102
2024-04-23,1.313092044328359,-0.0072611684919559796,2.5696522765049696
2024-04-26,1.4108419244450752,0.1585144505924125,2.6440576457761558
2024-04-30,1.3203071916220066,0.16168120563260666,2.523595533454315
2024-05-02,1.6670706983450767,0.47116190806501124,2.8598711247418107
2024-05-08,1.0582295173712284,-0.1943664179675704,2.3021124766963426
2024-05-17,1.4324873667278002,0.16186951648859568,2.701016142588943
2024-05-24,1.4397025141349729,0.10553547453373976,2.8152360714523987
2024-06-19,1.1015204018381324,-0.06469358440332124,2.3125197340541868
2024-07-02,1.3852435183329022,0.037483126174745994,2.559054820581663
2024-07-17,1.1303809918061964,-0.1384620729482404,2.330011340104977
2024-07-26,1.5046388413397669,0.15822483731663467,2.752224363414989
2024-08-26,1.5903413575955874,0.34975480952046817,2.9487459561180223
2024-09-02,1.5975565051615783,0.3077687649812155,2.8868574023998668
2024-09-03,1.4501798464217504,0.1775702222496175,2.7636867733270427
2024-09-05,1.796943353184159,0.5536324651455702,2.942843802991011
2024-09-10,1.45739499398515,0.22000001043536974,2.736066331306769
2024-09-12,1.8041585007914147,0.5123066504571568,2.9982823170876727
2024-09-13,1.5551448743607788,0.3439076770072415,2.8365601796904687
2024-09-17,1.4646101417045787,0.20501421540758355,2.753837865933236
2024-10-09,1.2169627632285986,-0.07798658769730424,2.472627493368323
2024-10-10,1.8330190916776534,0.6201778627791285,3.115422707645213
2024-10-11,1.584005465250824,0.35809905514865625,2.7759720705022777
2024-10-15,1.4934707326123222,0.19142555061528652,2.827748086201687
2024-11-04,1.6624928347013765,0.49098885374993323,2.9408584733827414
2024-11-05,1.51511617599448,0.26020602517307195,2.820823077408328
2024-11-20,1.2602536499569055,-0.02734718681467524,2.582135977970279
2024-11-26,1.5367616193761255,0.27110889086487766,2.827228438564781
2024-11-28,1.8835251262280979,0.6180518753946646,3.134736698865124
2024-12-03,1.5439767672507234,0.23476850917609,2.8524047674464397
2024-12-04,1.2746839456362327,0.004854470093889369,2.5471414376349153
2024-12-06,1.6417266475973398,0.3647245031996563,2.900790438371046
2024-12-18,1.2891142407158702,0.1243026437241854,2.613543133223109
2025-01-09,1.9268160117514368,0.6657086891298322,3.225744118547284
2025-01-17,1.6850175328346069,0.37646492396497394,2.9086496428518216
2025-01-20,1.7418594589516978,0.6295968899414565,3.0100536126720403
2025-01-23,1.941246307097032,0.707697747301171,3.294906680520123
2025-01-27,1.749074606802322,0.5004844613289438,3.0216973469002806
2025-01-28,1.6016979481232871,0.38355821314730765,2.8085967445508166
2025-02-06,1.955676603010592,0.7876031511537291,3.127820368632037
2025-02-12,1.3468354225254315,0.07698931814227597,2.6841607388282003
2025-02-13,1.9628917510100476,0.8012932313553657,3.289477143587353
2025-03-05,1.3684808670227415,0.14224401179421078,2.5940214363372007
2025-03-07,1.735523569165416,0.43138182458856605,3.0268543009979094
2025-03-10,1.792365495420993,0.5628174102927934,3.076860904876464
2025-03-14,1.7427387169768878,0.4280235667414427,3.0222433772170096
2025-04-14,1.8284412331191922,0.5411466999594371,3.1438980862964407
2025-04-23,1.4189869002540103,0.1489544610130365,2.643384826627716
2025-04-30,1.4262020477935473,0.17356294563375224,2.7310588266807767
2025-05-02,1.7932447497553472,0.5052574558988221,3.1670862654750533
2025-05-05,1.8500866757398087,0.5583240817545752,3.036854866802165
2025-05-06,1.7027100169962226,0.515138760820341,2.91113830899296
2025-05-07,1.433417195333881,0.14802606044922545,2.6577466049638403
2025-05-08,2.049473523751579,0.7832440038051107,3.187393973146426
2025-05-20,1.7171403120770634,0.4742402080004962,2.9674981116058863
2025-05-21,1.4478474904141498,0.2043347142590214,2.6987242636812745
2025-06-05,2.0783341139118567,0.8174325296619642,3.391981841491518
2025-06-10,1.7387857546956886,0.5402753766014788,2.997115832266805
2025-06-17,1.7460009022347323,0.4945932211698648,3.0848560687696627
2025-06-30,1.9078078560580058,0.6063108647860319,3.214672135993706
2025-07-01,1.7604311973148266,0.425400053312586,2.921553179823595
2025-07-02,1.4911383756531875,0.26966247536397575,2.650025427305835
2025-07-03,2.1071947040708974,0.8569221894100452,3.358635037859404
2025-07-04,1.8581810776144219,0.6403220092329396,3.1725879746250443
2025-07-09,1.4983535231935208,0.36085842463931506,2.838572627269571
2025-07-15,1.774861492394408,0.44026818250122046,3.001589932534257
2025-07-17,2.1216249991498417,0.8342464898094243,3.472748999281379
2025-07-18,1.8726113726939209,0.5400228929145776,3.127827588533168
2025-07-19,1.7809796561725653,0.570755634858115,2.9846515106756724
2025-07-20,1.7820099317741345,0.5531068318707787,3.0092778829127935
2025-07-21,1.9294532986776747,0.5332992985780837,3.2326648548261763
2025-07-22,1.7820766399341985,0.4489754972453237,3.0994744711323614
2025-07-23,1.5127838182728173,0.1990910494818561,2.8065989529822915
2025-07-24,2.1288401466899334,0.9537141966308339,3.4477137798028665
